Plot;Trt;Species;Sp_code;X1999;X2000;X2001;X2002;X2003;X2004;X2005;X2006;X2007;X2008;X2009;X2010;X2011;X2012;X2013;X2014
11;UU;Potentilla erecta;PoteErec;2.24;2.15;3.31;1.679;2.138;1.765;1.48;2.251;1.055;1.456;0.782;0.495;1.491;0.853;0.404;0.485
11;UU;Prunella vulgaris;PrunVulg;0.76;1.43;1.87;1.054;0.4783;0.009;0.058;1.559;0;0;0;0;0.011;0.002;0.005;0
11;UU;Ranunculus acer (Syn. R. acris);RanuAcri;0.17;0.15;0.42;0.0754;0.0538;0;0.398;0.143;1.086;0.759;1.854;1.972;1.252;0;2.641;0.734
11;UU;Ranunculus auricomus;RanuAuri;0;0.02;0;0;0;0;0;0.028;0;0;0;0;0;0;0;0
11;UU;Ranunculus nemorosus;RanuNemo;0;0.03;0;0;0.0504;0;0.008;0.015;0;0;0;0;0.011;0;0;0
11;UU;Rumex acetosa;RumeAcet;0;0.01;0;0.0042;0;0;0.007;0.001;0.002;0.024;0.999;0.467;0.011;0.267;0.156;0.093
11;UU;Sanguisorba officinalis;SangOffi;0.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;UU;Scirpus sylvaticus;ScirSylv;0;0;0.42;0;0;0;0;0;2.749;4.502;10.235;6.435;3.562;2.868;3.308;3.084
11;UU;Selinum carvifolia;SeliCarv;1.59;3.69;3.51;1.024;0.0122;0.26;0.215;3.701;0.013;0.196;0.039;0.001;0.049;0.029;0;0
11;UU;Succisa pratensis;SuccPrat;0;0.08;0.21;0.1206;0;0;0;0.083;0.009;0;0;0;0;0;0;0
11;UU;Taraxacum officinale;TaraOffi;0;0;0;0;0;0;0;0;0;0.013;0;0;0;0;0;0
11;UU;Veronica chamaedrys;VeroCham;0;0;0;0.0094;0;0;0;0;0;0;0;0;0;0;0;0
11;UU;Veronica serpyllifolia;VeroSerp;0;0;0;0;0;0;0;0;0;0;0;0;0.009;0;0;0
14;FR;Agrostis canina;AgroCani;48.2;24.89;74.31;49.211;39.875;58.868;65.1;24.808;22.379;30.683;28.946;15.973;19.173;15.337;9.653;20.142
14;FR;Agrostis tenuis (Syn. A.capilaris);AgroTenu;15.29;9.85;16.31;9.716;16.274;13.257;13.02;10.784;0;8.815;4.282;4.948;2.591;1.195;0;0.563
14;FR;Ajuga reptans;AjugRept;0;0;0.09;0;0;0;0;0;0;0;0;0;0;0;0;0
14;FR;Angelica sylvestris;AngeSylv;0.09;0.04;0.2;0;0;0;0;0.048;0;0;0;0.011;0.11;0;0;0
14;FR;Anthoxanthum odoratum;AnthOdor;3.39;1.22;3.74;1.153;0;0;0;1.36;0;0;0;0;0.001;0;0.625;0
14;FR;Betonica officinalis;BetoOffi;0.14;0.15;0.82;0;0.7131;1.297;2.268;0.173;12.569;3.59;1.098;7.022;16.139;9.044;7.589;14.8
14;FR;Briza media;BrizMedi;2.91;0.07;0;0;0;0;0;0.039;0;0;0;0;0;0;0;0.054
14;FR;Cardamine pratensis;CardPrat;0;0;0;0;0;0;0.006;0;0;0;0;0;0;0;0;0
14;FR;Carex hartmanii;CareHart;3.28;1.32;0.93;0.8833;0.6412;1.066;0.182;2.729;1.065;0;0.371;0;0;0;0.182;0
14;FR;Carex leporina;CareLepo;0;0;0.06;0;0;0;0;0;0.12;0;0;0;0;0;0;0
14;FR;Carex nigra;CareNigr;4.59;1.77;0.67;0.982;1.497;0.692;1.07;1.895;0.17;0.73;0.477;1.7;0;1.389;4.197;2.644
14;FR;Carex palescens;CarePall;7.27;2.94;1.14;0.7555;0.6319;0.454;0.28;3.591;0.707;0.755;0;0;0;0;0;0
14;FR;Carex panicea;CarePani;0.33;0;0.16;0;0;0;0;0;0;0;0;0;0;0;0;0
14;FR;Carex piluliferra;CarePilu;0;0;0.04;0;0.5235;0;0.006;0;0;0;0;0;0;0;0;0
14;FR;Carex umbrosa;CareUmbr;0;0;0.04;0;0;0;0;0;0.387;0;0;0;0;0;0;0
14;FR;Cerastium vulgare (Syn. C. holosteoides);CeraHolo;0;0.01;0.02;0;0;0;0;0.005;0;0;0;0;0;0;0;0
14;FR;Cirsium palustre;CirsPalu;0.04;0.27;0;0;0;0;0.009;0.279;0;0;0;0;0;0.001;0;0.045
14;FR;Danthonia decumbens (Syn. Sieglingia decumbens);DantDecu;0;0;0;0;0;0;0;0;0.048;0;0;0;0;0;0;0
14;FR;Deschampsia cespitosa;DescCesp;0;0.03;0;0;0;0.649;0.082;0.037;0.652;1.78;4.562;27.972;86.953;62.516;55.26;51.487
14;FR;Epilobium palustre;EpilPalu;2.09;0;0;0;0;0;0;0;0;0;0;0.209;0;0;0.023;0
14;FR;Equisetum arvense;EquiArve;0;0;0;0;0;0;0;0;0;0;0;0.325;0.068;0.248;0;0.592
14;FR;Festuca ovina;FestOvin;3.57;0.24;7.42;0.0072;0;0.018;3.23;0.223;0;0;0;0;0;0;0;0
14;FR;Festuca pratensis;FestPrat;1.7;0.48;2.02;1.032;0.6777;0;0;0.461;0.607;0;0;0;0;0;0;0
14;FR;Festuca rubra;FestRubr;32.29;32.96;59.24;18.71;16.239;9.201;12.2;33.251;15.132;20.006;8.197;17.432;12.488;22.223;0;28.045
14;FR;Holcus lanatus;HolcLana;9.17;2.48;19.47;24.485;9.873;27.88;13.7;2.711;1.463;10.334;13.834;5.09;0.945;2.02;5.13;2.009
14;FR;Juncus effusus;JuncEffu;13.92;2.94;4.34;3.874;10.017;4.747;4.216;3.254;4.75;5.432;0;15.239;13.915;6.428;22.132;21.342
14;FR;Lathyrus pratensis;LathPrat;1.85;0.25;0.82;0.332;0.2104;0.001;0;0.275;0.01;0;0;0.112;0.02;0.054;0;0
14;FR;Luzula multiflora ;LuzuMult;0;0;0.11;0;0;0;0;0;0;0;0;0;0;0;0;0
14;FR;Lysimachia vulgaris;LysiVulg;4.13;1.29;3.02;0.078;0;0;0;2.083;0;0;0;0;0;0;0;0
14;FR;Molinia caerulea;MoliCaeru;3.31;1.19;0.81;0.8935;0.2861;0;0.059;1.417;0.204;0.034;0.221;0.254;0;0;0.051;0
14;FR;Myosotis nemorosa;MyosNemo;2.7;0.23;0;0;0;0;0;0.221;0;0;0;0;0;0;0;0
14;FR;Nardus stricta;NardStri;4.21;0.34;0.25;0;0;0;0;0.347;0;0;0;0;0;0;0;0
14;FR;Plantago lanceolata;PlanLanc;0.11;0;0;0;0;0;0.022;0;0;0;0;0;0;0;0;2.671
14;FR;Poa pratensis s.l. ;PoaPrat;5.03;0.16;3.5;9.58;0;21.55;7.7;0.174;6.005;3.668;8.119;3.811;4.973;6.324;6.611;5.906
14;FR;Poa trivialis;PoaTriv;0;0;0;0.1789;0.1474;0;0.003;0;0;0;0;0;0.038;0;0;0
14;FR;Potentilla erecta;PoteErec;0.11;0.21;0.24;0.1785;0.1449;0.008;0.01;0.209;0.001;0;0;0.028;0;0.004;0;0.056
14;FR;Prunella vulgaris;PrunVulg;0.02;0;0;0.0045;0;0;0;0;0;0;0;0;0;0;0;0
14;FR;Ranunculus acer (Syn. R. acris);RanuAcri;0.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;FR;Ranunculus flamula;RanuFlam;0;0;0;0;0;0;0;0;0;0;0.031;0;0;0;0;0
14;FR;Rumex acetosa;RumeAcet;0.02;0.01;0.31;0.0119;0;0.208;0.854;0.015;0;0;0;0.011;0;0.001;0;0
14;FR;Scirpus sylvaticus;ScirSylv;0;0;0;0;0;0;0;0;9.372;17.281;13.119;15.483;29.73;20.134;32.028;22.679
14;FR;Scorzonera humilis;ScorHumi;0;0;0.09;0.0991;0.0831;0;0;0;0;0;0;0;0;0;0;0
14;FR;Selinum carvifolia;SeliCarv;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;FR;Stellaria graminea;StellGram;0;0;0;0;0;0.004;0;0;0;0;0.008;0.004;0;0;0;0
14;FR;Valeriana dioica;ValeDioi;0;0;0;0;0;0;0;0;0;0;0.208;0;0;0;0;0
16;UR;Achillea ptarmica;AchiPtar;3.76;5.57;7.7;0.9314;0.2256;1.22;6.422;5.603;2.264;1.549;0.772;0.205;0.175;0.348;0.013;0.06
16;UR;Agrostis canina;AgroCani;0;0;0;0;0;0;0;0;0.253;0.028;0.119;0.198;0.633;0.271;0.291;1.004
16;UR;Agrostis tenuis (Syn. A.capilaris);AgroTenu;4.14;2.99;3.4;3.393;3.13;0.895;7.668;3.035;11.184;1.92;3.581;2.249;1.745;1.55;1.62;1.019
16;UR;Ajuga reptans;AjugRept;0;0;0;0;0;0;0;0;0;0;0.019;0;0;0;0;0
16;UR;Angelica sylvestris;AngeSylv;0.06;0.13;0.17;0.0072;0.0824;0;0.005;0.13;0;0;0.013;0;0;0;0;0
16;UR;Anthoxanthum odoratum;AnthOdor;2.62;3.19;2.87;2.658;2.958;0.123;2.046;3.326;2.083;0.418;3.022;4.854;5.4;1.411;1.872;1.318
16;UR;Betonica officinalis;BetoOffi;0;0;0;0;0;0;0;0;0.007;0;0.222;0.131;0.363;0.85;1.382;4.222
16;UR;Briza media;BrizMedi;3.42;3.53;8.64;3.732;3.693;3.108;5.8;3.573;1.631;3.787;2.312;0.87;0.769;0.02;0.348;1.206
16;UR;Cardamine pratensis;CardPrat;0.06;0.06;0;0;0;0;0.021;0.055;0;0;0;0.005;0;0.009;0;0.013
16;UR;Carex hartmanii;CareHart;3.79;0.93;1.67;0.7749;2.316;0.565;1.214;0.992;0.332;0.035;0.761;3.75;6.135;4.115;2.873;2.105
16;UR;Carex nigra;CareNigr;0.06;0;0;0.0763;0;0;0;0;0;0;0.144;0.261;1.051;0;0.259;0.457
16;UR;Carex palescens;CarePall;4.96;0.98;1.08;0.8528;2.176;0.365;0.768;1.069;1.095;1.016;1.872;7.618;3.904;2.458;3.916;3.187
16;UR;Carex panicea;CarePani;15.17;4.33;4.96;2.768;29.028;2.038;1.172;4.337;1.782;1.353;1.627;8.161;9.664;6.656;6.676;4.789
16;UR;Carex piluliferra;CarePilu;0;0.04;0.15;0.0597;0;0.043;0.038;0.093;0.435;0.379;0.502;0.477;1.042;1.404;1.338;1.683
16;UR;Carex pulicaris;CarePuli;0.39;0.58;0.8;0.2355;0.2586;0.042;0.132;0.711;0.143;0.016;0.433;0.65;0.987;0.769;1.113;0.843
16;UR;Carex umbrosa;CareUmbr;0;0;0;0;0;0;0;0;0;0;0;0.878;0.888;0;0.038;0
16;UR;Cerastium vulgare (Syn. C. holosteoides);CeraHolo;0.04;0.05;0;0;0;0;0;0.057;0;0.011;0.017;0.149;0.073;0.006;0;0
16;UR;Cirsium palustre;CirsPalu;5.97;0.62;0.28;0.1163;0.0917;0;0.012;0.697;0.083;0.064;0.301;1.463;0.381;0.46;0.565;1.318
16;UR;Cynosurus cristatus;CynCris;0;0;0;0;0;0;0.204;0;0.111;0.104;0.124;1.21;0.635;0;0;0
16;UR;Danthonia decumbens (Syn. Sieglingia decumbens);DantDecu;0.07;0.23;0.21;0.1457;0.0943;0;0.838;0.224;0.092;0.107;0.16;0.478;1.639;1.745;0.418;2.374
16;UR;Deschampsia cespitosa;DescCesp;2.45;3.42;3.04;6.44;8.128;12.807;9.62;3.453;7.261;4.319;5.298;2.442;6.914;3.812;2.889;3.459
16;UR;Equisetum arvense;EquiArve;0;0;0;0;0;0;0;0;0;0.172;0.114;0.422;0.371;0.121;0.199;0.235
16;UR;Festuca ovina;FestOvin;0.3;0.43;0.74;0.1632;0.6548;2.064;0.017;0.443;0;0;0.095;0;0.231;0.008;0.124;0.622
16;UR;Festuca pratensis;FestPrat;1.13;1.5;3.24;1.596;1.369;0.158;1.114;1.572;1.8;0.611;1.138;2.569;5.019;1.327;1.093;0.939
16;UR;Festuca rubra;FestRubr;10;9.29;14.71;10.335;7.495;1.606;12.1;9.416;8.639;6.819;5.963;3.548;4.965;4.24;26.747;7.268
16;UR;Galium boreale;GaliBore;0.13;0.58;1.16;0.2167;0.1625;0.607;0.588;0.561;1.755;0.82;0.515;0.313;0.43;0.165;0.064;0.072
16;UR;Galium palustre;GaliPalu;0.11;0;0;0;0;0.046;0.115;0;0;0.223;0.165;0.184;0.118;0.001;0.053;0.015
16;UR;Galium uliginosum;GaliUlig;0.2;0.01;0;0;0;0;0;0.023;0.111;0.237;0;0.005;0.038;0.045;0.045;0.197
16;UR;Helictotrichon pubescens (Syn. Avenula pubescens);HeliPube;0;0;0;0;0;0;0;0;0;0;0;0.003;0;0;0;0.329
16;UR;Holcus lanatus;HolcLana;3.68;2.78;3.49;1.12;0.6641;0.207;2.01;2.819;1.946;0.945;5.079;6.84;0;5.007;4.426;1.804
16;UR;Juncus effusus;JuncEffu;10.11;1.82;1.7;1.283;4.993;0.789;0.503;1.915;1.075;0.279;0.36;3.905;4.713;4.221;2.179;11.787
16;UR;Lathyrus pratensis;LathPrat;0.15;0.22;0.16;0.0709;0;0;0;0.219;0;0;0;0;0;0;0;0
16;UR;Luzula multiflora ;LuzuMult;1.66;1.33;3.99;2.411;1.914;0.526;0.1794;1.36;1.716;3.365;1.976;1.769;1.602;0;13.72;1.61
16;UR;Lychnis flos-cuculi;LychFlos;0.09;0.25;0.16;0.0279;0.0775;0.007;0.029;0.225;0.017;0.127;0.257;1.561;0.468;1.973;1.904;0.023
16;UR;Lysimachia vulgaris;LysiVulg;1.8;1.34;0.51;0.2173;0.3185;0.225;0.0123;1.426;0.049;0.138;0;0.609;1.463;0.116;0.757;0.897
16;UR;Molinia caerulea;MoliCaeru;1.32;1.09;0.58;2.052;2.799;0.763;0.911;1.133;6.034;5.761;3.448;4.072;3.641;6.122;6.071;7.806
16;UR;Myosotis nemorosa;MyosNemo;0.15;0;0;0.001;0;0;0;0;0;0;0;0;0;0;0;0
16;UR;Nardus stricta;NardStri;0.03;0.22;0;0;0;0.011;0.016;0.221;0;0.084;0;0.008;0;0.376;0.314;0.712
16;UR;Plantago lanceolata;PlanLanc;0.35;1.1;2.41;1.575;0.8492;1.094;3.251;1.105;3.093;5.153;5.159;1.505;0.468;0.37;0.465;1.098
16;UR;Poa pratensis s.l. ;PoaPrat;0.09;0;0;0;13.412;0;0;0;0;0;0.084;0;0;0;0;0
16;UR;Poa trivialis;PoaTriv;0;0;0;0;0;0;0.0848;0;0;0;0;0.009;0;0;0.004;0
16;UR;Potentilla erecta;PoteErec;2.15;2.15;1.99;1.526;1.274;1.547;1.892;2.208;1.024;0.425;0.658;0.882;0.683;1.214;1.039;1.601
16;UR;Prunella vulgaris;PrunVulg;1.28;1.71;1.15;0.7474;0.1981;0.189;0.355;1.717;0.149;0.325;0.124;0.264;0.098;0.001;0.032;0.014
16;UR;Ranunculus acer (Syn. R. acris);RanuAcri;0.31;0.36;1.74;0.3531;0.3382;0.321;0.818;0.314;0.554;0.756;2.705;4.097;2.208;2.652;2.137;2.156
16;UR;Ranunculus auricomus;RanuAuri;0.02;0;0;0;0;0;0.054;0;0;0;0;0;0;0;0;0
16;UR;Ranunculus nemorosus;RanuNemo;0;0.01;0;0;0;0;0.024;0.002;0;0.07;0;0;0.305;0.071;0.082;0
16;UR;Rumex acetosa;RumeAcet;0.04;0.2;0.46;0.0672;0;0.034;0.022;0.191;0.041;0;0;0;0;0;0;0
16;UR;Scirpus sylvaticus;ScirSylv;0;0;0;0.7146;3.677;1.27;0.419;0;1.313;0.994;1.269;4.024;4.384;5.103;0;5.694
16;UR;Scorzonera humilis;ScorHumi;0.4;0.54;0.39;0.6985;0.3573;0.594;0.877;0.557;0;0;0.577;0;0.14;0.095;0;0
16;UR;Selinum carvifolia;SeliCarv;0.43;1.7;2.75;1.373;0.3705;0.546;1.789;1.721;1.132;2.166;2.929;0.959;0.133;0.321;0.079;0
16;UR;Succisa pratensis;SuccPrat;0;0;0;0;0;0;0.009;0;0.064;0.319;0.951;2.216;6.219;7.275;5.646;1.187
16;UR;Taraxacum officinale;TaraOffi;0;0;0;0;0;0;0;0;0;0;0.009;0;0;0;0;0
16;UR;Valeriana dioica;ValeDioi;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;UR;Veronica chamaedrys;VeroCham;1.54;1.25;1.44;0;0;0.132;0.298;1.21;0.118;0;0.189;0.075;0.044;0.002;0;0
16;UR;Veronica officinalis;VeroOffi;0;0;0;0;0.523;0;0;0;0;0;0;0;0;0;0;0
18;FU;Agrostis canina;AgroCani;0;0;0.03;0;0;0;0;0;0.104;0.108;0;0;0.032;0;0;0.315
18;FU;Agrostis tenuis (Syn. A.capilaris);AgroTenu;105.46;27.91;64.01;42.21;51.839;67.219;62.6;27.886;46.107;34.477;38.55;49.542;65.294;31.564;15.99;11.001
18;FU;Angelica sylvestris;AngeSylv;0.11;0;0;0.0034;0;0;0;0;0;0;0;0;0.025;0;0;0
18;FU;Anthoxanthum odoratum;AnthOdor;0;0;0.03;0.0045;0.063;0;0;0;0;0;0;0;0;0;0.169;0
18;FU;Betonica officinalis;BetoOffi;56.74;57.86;54.08;29.056;13.089;14.858;12.5;57.711;24.359;31.36;8.709;8.86;23.939;19.099;21.804;49.63
18;FU;Carex hartmanii;CareHart;0;0;0;0;0;0;0;0;0.075;0;0;0;0;0.119;0.206;0
18;FU;Carex nigra;CareNigr;0;0;0;0;0;0;0;0;0;0;0;0;0.166;0;0.212;1.49
18;FU;Carex palescens;CarePall;0.18;0;0;0;0;0;0.011;0;0.063;0;0.622;1.437;0.376;0;0;0
18;FU;Cerastium vulgare (Syn. C. holosteoides);CeraHolo;0.02;0;0;0;0;0;0;0;0;0;0.014;0;0;0;0;0
18;FU;Cirsium palustre;CirsPalu;0;0.06;0.01;0;0.0745;0.012;0.136;0.035;0;0.024;2.988;1.117;3.636;10.658;0;0
18;FU;Danthonia decumbens (Syn. Sieglingia decumbens);DantDecu;0;0;0;0;0;0;0;0;0.738;0;0;0;0;0;0;0
18;FU;Deschampsia cespitosa;DescCesp;0.01;0.05;0;0;0;0.08;0;0.053;0.05;0.019;0;0;0.063;0;0;0.037
18;FU;Epilobium ciliatum (Syn. E. adenocaulon);EpilCili;0;0;0;0;0;0;0;0;0;0;0.175;0;0;0;0;0
18;FU;Epilobium palustre;EpilPalu;0;0;0;0;0;0.008;0;0;0;0;0;0;0;0;0;0
18;FU;Equisetum arvense;EquiArve;0;0;0;0;0;0;0;0;0;0;0;0;0.436;0.031;0;0
18;FU;Festuca ovina;FestOvin;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;FU;Festuca pratensis;FestPrat;0.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0.172;0
18;FU;Festuca rubra;FestRubr;14.57;9.59;19.11;8.737;3.491;8.566;10.04;9.544;5.942;2.143;2.473;2.518;9.585;9.335;14.443;7.406
18;FU;Galium boreale;GaliBore;0.17;0;0;0;0;0;0.161;0;0.013;0;0;0;0;0;0;0
18;FU;Galium uliginosum;GaliUlig;0;0;0;0;0;0;0.005;0;0;0;0;0;0;0;0;0
18;FU;Helictotrichon pubescens (Syn. Avenula pubescens);HeliPube;3.94;0.57;4.86;1.021;0.7116;4.082;8.76;0.57;0;1.619;3.211;2.71;0.38;0.951;0.536;0.696
18;FU;Hieracium umbelatum;HierUmbe;0;0;0;0;0;0;0;0;0;0.186;0;0;0;0;0;0
18;FU;Holcus lanatus;HolcLana;5.03;3.49;39.68;46.42;12.073;11.35;11.8;3.601;10.754;16.782;38.034;2.221;5.316;0.06;2.316;0.595
18;FU;Juncus effusus;JuncEffu;12.54;3.7;4.64;1.856;5.473;3.021;1.8;3.74;2.693;3.314;0.908;3.49;10.983;6.209;32.842;33.804
18;FU;Lathyrus pratensis;LathPrat;0;0;0;0;0;0;0;0;0;0;0.444;1.064;3.276;2.017;1.617;2.367
18;FU;Luzula multiflora ;LuzuMult;0;0;0;0.0038;0.037;0;0.097;0;0;0;0;0;0;0;0;0
18;FU;Lychnis flos-cuculi;LychFlos;0.02;0.02;0;0;0.0318;0;0;0.011;0;0;0;0;0;0;0;0
18;FU;Lysimachia vulgaris;LysiVulg;0;0;0;0;0;0;0.119;0;0;0;0;0;0;0;0;0
18;FU;Molinia caerulea;MoliCaeru;17.38;17.71;23.38;10.125;13.473;20.045;11.9;17.697;17.66;14.043;8.97;12.776;10.342;9.345;7.132;18.504
18;FU;Myosotis nemorosa;MyosNemo;0;0.02;0;0;0;0;0;0.021;0;0;0;0;0;0.001;0;0
18;FU;Nardus stricta;NardStri;0.04;0.03;0.04;0;0.1103;0;0.036;0.02;0;0;0;0;0;0;0;0
18;FU;Plantago lanceolata;PlanLanc;0;0.07;0;0;0;0;0;0.072;0.017;0;0;0;0;0;0;0
18;FU;Poa pratensis s.l. ;PoaPrat;1.71;0.43;0.96;0;0;0;0;0.421;0;0;0;0;0;0;1.378;0.771
18;FU;Poa trivialis;PoaTriv;0;0;0;0.0606;0.0236;0;0.259;0;0;0;0;0;0;0;0;0
18;FU;Potentilla erecta;PoteErec;1.31;0.18;0.56;0.3206;0.3702;0.132;0;0.173;0;0.093;0.016;0.057;0.141;0.421;0.073;0
18;FU;Rumex acetosa;RumeAcet;0.19;0.06;0.04;0.0232;0;1.589;0.19;0.053;0;0.023;0.128;0;0;0.001;0.376;0.227
18;FU;Scirpus sylvaticus;ScirSylv;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.241;4.714
18;FU;Scorzonera humilis;ScorHumi;0.11;0;0;0.1376;0.2078;0;0;0;0;0;0;0;0;0;0;0
18;FU;Selinum carvifolia;SeliCarv;0.01;0;0;0;0;0;0;0;0;0;0;0.021;0.004;0;0;0
18;FU;Valeriana dioica;ValeDioi;0;0;0;0;0;0;0;0;0;0;0.02;0;0;0;0;0
